"Symbol"	"Entrez"	"Description"
"AFTPH-DT"	"101927402"	"AFTPH divergent transcript"
"LINC01070"	"-"	"-"
"ENSG00000260103"	"-"	"-"
"ENSG00000260104"	"-"	"-"
"ENSG00000260107"	"-"	"-"
"ENSG00000260108"	"-"	"-"
"ENSG00000260109"	"-"	"-"
"ENSG00000260111"	"-"	"-"
"ENSG00000260112"	"-"	"-"
"ENSG00000260113"	"-"	"-"
"CDH8-AS1"	"-"	"-"
"ENSG00000260118"	"-"	"-"
"ENSG00000260120"	"-"	"-"
"ENSG00000260121"	"-"	"-"
"ENSG00000260122"	"-"	"-"
"CARMAL"	"-"	"-"
"AGBL1-AS1"	"727915"	"AGBL1 antisense RNA 1"
"ENSG00000260126"	"-"	"-"
"LINC00556"	"-"	"-"
"ENSG00000260132"	"-"	"-"
"CA5AP1"	"-"	"-"
"C1QL1P1"	"-"	"-"
"MMP2-AS1"	"-"	"-"
"ENSG00000260136"	"-"	"-"
"ENSG00000260137"	"-"	"-"
"CSPG4P13"	"-"	"-"
"ENSG00000260142"	"-"	"-"
"ENSG00000260144"	"-"	"-"
"ENSG00000260145"	"-"	"-"
"ENSG00000260146"	"-"	"-"
"MTND5P34"	"-"	"-"
"CPNE2-DT"	"-"	"-"
"LINC02673"	"-"	"-"
"ENSG00000260152"	"-"	"-"
"RARRES2P10"	"-"	"-"
"ENSG00000260156"	"-"	"-"
"ENSG00000260157"	"-"	"-"
"ENSG00000260158"	"-"	"-"
"ENSG00000260159"	"-"	"-"
"ENSG00000260160"	"-"	"-"
"MTCYBP28"	"-"	"-"
"ENSG00000260162"	"-"	"-"
"ENSG00000260163"	"-"	"-"
"ENSG00000260165"	"-"	"-"
"ENSG00000260166"	"-"	"-"
"ENSG00000260167"	"-"	"-"
"ENSG00000260170"	"-"	"-"
"ENSG00000260171"	"-"	"-"
"LINC01413"	"101928611"	"long intergenic non-protein coding RNA 1413"
"ENSG00000260173"	"-"	"-"
"SYNGR2P1"	"-"	"-"
"ENSG00000260176"	"-"	"-"
"ENSG00000260177"	"-"	"-"
"ENSG00000260179"	"-"	"-"
"ENSG00000260183"	"-"	"-"
"ENSG00000260184"	"-"	"-"
"ENSG00000260185"	"-"	"-"
"LINC02137"	"-"	"-"
"PPIAP48"	"-"	"-"
"ENSG00000260188"	"-"	"-"
"ENSG00000260190"	"-"	"-"
"LINC02240"	"101927460"	"long intergenic non-protein coding RNA 2240"
"LINC02846"	"-"	"-"
"ENSG00000260194"	"-"	"-"
"ENSG00000260196"	"-"	"-"
"ENSG00000260197"	"-"	"-"
"ENSG00000260198"	"-"	"-"
"ENSG00000260201"	"-"	"-"
"ENSG00000260202"	"-"	"-"
"ENSG00000260205"	"-"	"-"
"ENSG00000260206"	"-"	"-"
"DUX4L47"	"-"	"-"
"ENSG00000260209"	"-"	"-"
"ENSG00000260211"	"-"	"-"
"ENSG00000260212"	"-"	"-"
"CENPN-AS1"	"-"	"-"
"ENSG00000260217"	"-"	"-"
"ENSG00000260218"	"-"	"-"
"CD2BP2-DT"	"-"	"-"
"CCDC187"	"399693"	"coiled-coil domain containing 187"
"ENSG00000260223"	"-"	"-"
"UBL5P4"	"-"	"-"
"CDH13-AS2"	"102724163"	"CDH13 antisense RNA 2"
"PPIAP51"	"-"	"-"
"FRRS1L"	"23732"	"ferric chelate reductase 1 like"
"KDM7A-DT"	"100134229"	"KDM7A divergent transcript"
"PWRN4"	"-"	"-"
"ZNRD2-DT"	"-"	"-"
"ENSG00000260234"	"-"	"-"
"ENSG00000260235"	"-"	"-"
"PTPN23-DT"	"-"	"-"
"ENSG00000260237"	"-"	"-"
"PMF1-BGLAP"	"100527963"	"PMF1-BGLAP readthrough"
"LINC02533"	"-"	"-"
"APOOP5"	"-"	"-"
"ENSG00000260242"	"-"	"-"
"ENSG00000260244"	"-"	"-"
"ENSG00000260246"	"-"	"-"
"SUB1P4"	"-"	"-"
"ENSG00000260249"	"-"	"-"
"ENSG00000260251"	"-"	"-"
"ENSG00000260252"	"-"	"-"
"ENSG00000260253"	"-"	"-"
"ENSG00000260254"	"-"	"-"
"ENSG00000260255"	"-"	"-"
"ENSG00000260256"	"-"	"-"
"ENSG00000260257"	"119746555"	"novel transcript"
"ENSG00000260258"	"-"	"-"
"LINC02166"	"-"	"-"
"SNHG19"	"-"	"-"
"ENSG00000260261"	"-"	"-"
"ENSG00000260262"	"-"	"-"
"LINC02194"	"105371142"	"long intergenic non-protein coding RNA 2194"
"LINC02562"	"-"	"-"
"PPIAP46"	"729739"	"peptidylprolyl isomerase A pseudogene 46"
"ENSG00000260267"	"-"	"-"
"LINC00919"	"100505619"	"long intergenic non-protein coding RNA 919"
"ENSG00000260269"	"-"	"-"
"ENSG00000260271"	"-"	"-"
"ENSG00000260272"	"-"	"-"
"ENSG00000260273"	"-"	"-"
"ENSG00000260274"	"-"	"-"
"ENSG00000260275"	"-"	"-"
"ENSG00000260277"	"-"	"-"
"BMP2K-DT"	"-"	"-"
"ENSG00000260279"	"105371414"	"novel transcript, antisense to ANKRD11"
"SLX1B-SULT1A4"	"100526831"	"SLX1B-SULT1A4 readthrough (NMD candidate)"
"ITFG1-AS1"	"-"	"-"
"EIF4EBP2P2"	"-"	"-"
"TPSP2"	"-"	"-"
"TRMT61A-DT"	"-"	"-"
"ARMH2"	"101928603"	"armadillo like helical domain containing 2"
"TBC1D3G"	"101060321"	"TBC1 domain family member 3G"
"ENSG00000260288"	"101929408"	"novel transcript"
"ENSG00000260289"	"-"	"-"
"ENSG00000260290"	"-"	"-"
"FRG2GP"	"-"	"-"
"ENSG00000260293"	"-"	"-"
"ENSG00000260296"	"-"	"-"
"ACTG1P16"	"-"	"-"
"LINC01882"	"-"	"-"
"ENSG00000260303"	"-"	"-"
"ENSG00000260304"	"-"	"-"
"NTRK3-AS1"	"283738"	"NTRK3 antisense RNA 1"
"ENSG00000260306"	"-"	"-"
"PABPC1P13"	"-"	"-"
"ENSG00000260308"	"-"	"-"
"ENSG00000260310"	"-"	"-"
"ENSG00000260311"	"-"	"-"
"ENSG00000260312"	"-"	"-"
"MRC1"	"4360"	"mannose receptor C-type 1"
"ENSG00000260316"	"124903619"	"novel transcript, intronic to LMF1"
"LINC02986"	"-"	"-"
"COX6CP1"	"-"	"-"
"ENSG00000260322"	"-"	"-"
"HSPB9"	"94086"	"heat shock protein family B (small) member 9"
"PHB1P21"	"-"	"-"
"ACTR3BP3"	"-"	"-"
"ENSG00000260328"	"-"	"-"
"TMEM263-DT"	"-"	"-"
"ENSG00000260331"	"-"	"-"
"DPPA3P11"	"-"	"-"
"ENSG00000260335"	"-"	"-"
"ENSG00000260337"	"-"	"-"
"LINC01570"	"-"	"-"
"HEXA-AS1"	"80072"	"HEXA antisense RNA 1"
"LINC02176"	"-"	"-"
"C2orf69P2"	"-"	"-"
"ENSG00000260342"	"-"	"-"
"LINC01043"	"101928752"	"long intergenic non-protein coding RNA 1043"
"ENSG00000260344"	"-"	"-"
"ENSG00000260345"	"-"	"-"
"MOCS1P1"	"-"	"-"
"ENSG00000260348"	"-"	"-"
"ENSG00000260349"	"-"	"-"
"ENSG00000260350"	"-"	"-"
"ENSG00000260351"	"-"	"-"
"SMG1-DT"	"-"	"-"
"DNM1P34"	"-"	"-"
"ENSG00000260360"	"-"	"-"
"ENSG00000260361"	"-"	"-"
"ENSG00000260362"	"-"	"-"
"ENSG00000260364"	"-"	"-"
"ENSG00000260366"	"-"	"-"
"ENSG00000260367"	"-"	"-"
"ENSG00000260368"	"-"	"-"
"ENSG00000260369"	"-"	"-"
"ENSG00000260370"	"-"	"-"
"ENSG00000260371"	"-"	"-"
"AQP4-AS1"	"-"	"-"
"ENSG00000260375"	"-"	"-"
"ENSG00000260377"	"-"	"-"
"ENSG00000260378"	"105371090"	"novel transcript, antisense to CPPED1"
"ENSG00000260379"	"-"	"-"
"ENSG00000260381"	"-"	"-"
"TMEM183AP3"	"-"	"-"
"ENSG00000260385"	"-"	"-"
"ENSG00000260387"	"-"	"-"
"LINC00562"	"100861549"	"long intergenic non-protein coding RNA 562"
"ENSG00000260390"	"-"	"-"
"ENSG00000260391"	"-"	"-"
"ENSG00000260392"	"-"	"-"
"ENSG00000260393"	"-"	"-"
"STUB1-DT"	"105371184"	"STUB1 divergent transcript"
"ENSG00000260395"	"-"	"-"
"ENSG00000260398"	"-"	"-"
"MPHOSPH10P6"	"-"	"-"
"ENSG00000260400"	"-"	"-"
"ENSG00000260401"	"-"	"-"
"ENSG00000260402"	"-"	"-"
"ENSG00000260403"	"-"	"-"
"ENSG00000260404"	"-"	"-"
"ENSG00000260405"	"-"	"-"
"ENSG00000260406"	"-"	"-"
"ENSG00000260409"	"-"	"-"
"ENSG00000260410"	"-"	"-"
"ENSG00000260412"	"-"	"-"
"ENSG00000260413"	"-"	"-"
"ENSG00000260414"	"-"	"-"
"ENSG00000260416"	"-"	"-"
"ENSG00000260417"	"-"	"-"
"ENSG00000260418"	"-"	"-"
"ENSG00000260419"	"-"	"-"
"LINC02182"	"101928880"	"long intergenic non-protein coding RNA 2182"
"ENSG00000260422"	"-"	"-"
"LINC02367"	"101930452"	"long intergenic non-protein coding RNA 2367"
"ENSG00000260425"	"-"	"-"
"ENSG00000260426"	"-"	"-"
"AGGF1P9"	"-"	"-"
"SCX"	"642658"	"scleraxis bHLH transcription factor"
"ENSG00000260430"	"-"	"-"
"VPS51P1"	"-"	"-"
"LINC01917"	"101928167"	"long intergenic non-protein coding RNA 1917"
"ENSG00000260436"	"-"	"-"
"MTCH2P3"	"-"	"-"
"LMF1-AS1"	"101929387"	"LMF1 antisense RNA 1"
"LINC01544"	"-"	"-"
"ENSG00000260441"	"-"	"-"
"ATP2A1-AS1"	"100289092"	"ATP2A1 antisense RNA 1"
"ENSG00000260443"	"-"	"-"
"ENSG00000260444"	"-"	"-"
"ENSG00000260445"	"-"	"-"
"ENSG00000260447"	"-"	"-"
"LCMT1-AS1"	"-"	"-"
"LINC02134"	"-"	"-"
"GEMIN8P2"	"-"	"-"
"TPRKBP2"	"-"	"-"
"LINC02957"	"105376144"	"long intergenic non-protein coding RNA 2957"
"NBAT1"	"-"	"-"
"C16orf95"	"100506581"	"chromosome 16 open reading frame 95"
"ENSG00000260457"	"-"	"-"
"KCNJ18"	"100134444"	"potassium inwardly rectifying channel subfamily J member 18"
"FTLP14"	"-"	"-"
"ENSG00000260460"	"-"	"-"
"ENSG00000260464"	"-"	"-"
"ENSG00000260465"	"-"	"-"
"ENSG00000260466"	"-"	"-"
"ENSG00000260467"	"-"	"-"
"LINC01290"	"106144584"	"long intergenic non-protein coding RNA 1290"
"INSYN1-AS1"	"-"	"-"
"ENSG00000260470"	"-"	"-"
"PPIAP49"	"-"	"-"
"ENSG00000260472"	"-"	"-"
"ENSG00000260473"	"-"	"-"
"SLC25A28-DT"	"-"	"-"
"ENSG00000260476"	"-"	"-"
"LINC01584"	"101929701"	"long intergenic non-protein coding RNA 1584"
"ENSG00000260478"	"-"	"-"
"ENSG00000260479"	"-"	"-"
"C2orf69P4"	"-"	"-"
"ENSG00000260482"	"-"	"-"
"ENSG00000260483"	"-"	"-"
"ENSG00000260484"	"-"	"-"
"ENSG00000260487"	"-"	"-"
"ENSG00000260488"	"-"	"-"
"MYL12BP1"	"-"	"-"
"CISTR"	"-"	"-"
"E2F5-DT"	"102723322"	"E2F5 divergent transcript"
"RPL7L1P16"	"-"	"-"
"ENSG00000260495"	"-"	"-"
"ENSG00000260496"	"-"	"-"
"ENSG00000260497"	"-"	"-"
"ENSG00000260498"	"-"	"-"
"ENSG00000260500"	"-"	"-"
"ENSG00000260504"	"-"	"-"
"ENSG00000260505"	"-"	"-"
"ENSG00000260507"	"-"	"-"
"ENSG00000260509"	"-"	"-"
"ENSG00000260510"	"-"	"-"
"ENSG00000260511"	"-"	"-"
"ENSG00000260514"	"-"	"-"
"ENSG00000260515"	"-"	"-"
"CHEK2P7"	"-"	"-"
"ENSG00000260517"	"-"	"-"
"BMS1P8"	"-"	"-"
"ATP8A1-DT"	"-"	"-"
"ENSG00000260520"	"-"	"-"
"ENSG00000260522"	"-"	"-"
"CYP3A52P"	"-"	"-"
"ENSG00000260525"	"-"	"-"
"AP1AR-DT"	"-"	"-"
"FAM157C"	"-"	"-"
"ENSG00000260530"	"-"	"-"
"ENSG00000260532"	"-"	"-"
"ENSG00000260534"	"-"	"-"
"ENSG00000260536"	"-"	"-"
"ENSG00000260537"	"-"	"-"
"ABHD17AP8"	"-"	"-"
"ENSG00000260541"	"-"	"-"
"ENSG00000260542"	"-"	"-"
"ENSG00000260545"	"-"	"-"
"MT1L"	"-"	"-"
"ENSG00000260550"	"-"	"-"
"PWRN2"	"791115"	"Prader-Willi region non-protein coding RNA 2"
"COSMOC"	"101927809"	"cell fate and sterol metabolism associated divergent transcript of MOCOS"
"ENSG00000260555"	"-"	"-"
"ENSG00000260558"	"-"	"-"
"ENSG00000260563"	"-"	"-"
"ENSG00000260564"	"-"	"-"
"ERVK13-1"	"-"	"-"
"ENSG00000260566"	"-"	"-"
"ENSG00000260568"	"-"	"-"
"ENSG00000260569"	"-"	"-"
"ENSG00000260570"	"-"	"-"
"BNIP3P5"	"-"	"-"
"PPM1L-DT"	"-"	"-"
"ENSG00000260573"	"124903770"	"novel transcript"
"ENSG00000260574"	"-"	"-"
"ENSG00000260575"	"-"	"-"
"EIF5A2P1"	"-"	"-"
"CDH3-AS1"	"-"	"-"
"ENSG00000260578"	"-"	"-"
"ENSG00000260579"	"-"	"-"
"ENSG00000260580"	"-"	"-"
"ENSG00000260581"	"105378231"	"novel transcript, antisense to SPARC"
"TPST2P1"	"-"	"-"
"ENSG00000260583"	"-"	"-"
"ENSG00000260584"	"-"	"-"
"ENSG00000260585"	"-"	"-"
"ENSG00000260586"	"-"	"-"
"ENSG00000260588"	"-"	"-"
"STAM-DT"	"102723166"	"STAM divergent transcript"
"ENSG00000260590"	"-"	"-"
"ENSG00000260592"	"124903659"	"novel transcript, antisense to TMC5"
"ENSG00000260593"	"-"	"-"
"ENSG00000260594"	"-"	"-"
"OR4C49P"	"-"	"-"
"DUX4"	"100288687"	"double homeobox 4"
"ENSG00000260597"	"-"	"-"
"FRG2IP"	"-"	"-"
"ENSG00000260599"	"101929124"	"novel transcript"
"ENSG00000260600"	"-"	"-"
"ENSG00000260601"	"-"	"-"
"HMGN2P40"	"-"	"-"
"ENSG00000260604"	"-"	"-"
"ENSG00000260605"	"-"	"-"
"ENSG00000260608"	"-"	"-"
"ENSG00000260610"	"-"	"-"
"ENSG00000260611"	"-"	"-"
"ENSG00000260612"	"-"	"-"
"ENSG00000260613"	"105377205"	"novel transcript"
"RPL23AP97"	"-"	"-"
"CYLD-AS2"	"-"	"-"
"ENSG00000260617"	"-"	"-"
"ENSG00000260618"	"-"	"-"
"ENSG00000260619"	"-"	"-"
"ENSG00000260620"	"-"	"-"
"ENSG00000260621"	"-"	"-"
"ENSG00000260622"	"-"	"-"
"ENSG00000260624"	"-"	"-"
"RUSF1-DT"	"-"	"-"
"ENSG00000260626"	"-"	"-"
"ENSG00000260628"	"-"	"-"
"BGLT3"	"103344929"	"beta globin locus transcript 3"
"SNAI3-AS1"	"197187"	"SNAI3 antisense RNA 1"
"RBM22P12"	"-"	"-"
"ENSG00000260633"	"-"	"-"
"ENSG00000260634"	"-"	"-"
"ENSG00000260635"	"-"	"-"
"ENSG00000260639"	"-"	"-"
"ENSG00000260640"	"-"	"-"
"TSPAN5-DT"	"-"	"-"
"ENSG00000260642"	"-"	"-"
"ENSG00000260643"	"-"	"-"
"HERC2P5"	"-"	"-"
"ENSG00000260645"	"-"	"-"
"ENSG00000260646"	"-"	"-"
"ENSG00000260647"	"-"	"-"
"ENSG00000260648"	"-"	"-"
"ENSG00000260649"	"-"	"-"
"ENSG00000260650"	"-"	"-"
"ENSG00000260651"	"-"	"-"
"MIR3147HG"	"-"	"-"
"ENSG00000260657"	"-"	"-"
"ENSG00000260658"	"-"	"-"
"ENSG00000260659"	"-"	"-"
"ENSG00000260660"	"-"	"-"
"ENSG00000260661"	"-"	"-"
"ENSG00000260662"	"-"	"-"
"ENSG00000260664"	"-"	"-"
"ENSG00000260668"	"-"	"-"
"ENSG00000260669"	"-"	"-"
"ENSG00000260670"	"-"	"-"
"ENSG00000260671"	"-"	"-"
"ENSG00000260672"	"-"	"-"
"ENSG00000260673"	"-"	"-"
"ENSG00000260674"	"-"	"-"
"TCERG1P2"	"-"	"-"
"LINC01541"	"100505776"	"long intergenic non-protein coding RNA 1541"
"ENSG00000260677"	"-"	"-"
"ENSG00000260678"	"-"	"-"
"ENSG00000260679"	"-"	"-"
"AGGF1P5"	"-"	"-"
"ENSG00000260681"	"-"	"-"
"RN7SKP176"	"-"	"-"
"ENSG00000260683"	"-"	"-"
"ENSG00000260685"	"-"	"-"
"ENSG00000260686"	"-"	"-"
"ENSG00000260688"	"-"	"-"
"HNRNPA3P11"	"-"	"-"
"CYCSP39"	"-"	"-"
"ANKRD20A1"	"128966611"	"ankyrin repeat domain 20 family member A1"
"ENSG00000260693"	"-"	"-"
"ENSG00000260694"	"-"	"-"
"ENSG00000260695"	"-"	"-"
"ENSG00000260698"	"-"	"-"
"ENSG00000260701"	"-"	"-"
"ENSG00000260702"	"-"	"-"
"LINC00543"	"100132234"	"long intergenic non-protein coding RNA 543"
"ENSG00000260706"	"-"	"-"
"TBC1D22A-DT"	"-"	"-"
"ENSG00000260710"	"-"	"-"
"ENSG00000260711"	"-"	"-"
"ENSG00000260714"	"-"	"-"
"ENSG00000260715"	"-"	"-"
"ENSG00000260719"	"-"	"-"
"LINC01243"	"101929620"	"long intergenic non-protein coding RNA 1243"
"ENSG00000260721"	"-"	"-"
"VN1R67P"	"-"	"-"
"ENSG00000260723"	"-"	"-"
"VN1R69P"	"-"	"-"
"ENSG00000260725"	"-"	"-"
"KLF8P1"	"-"	"-"
"SLC7A5P1"	"-"	"-"
"ENSG00000260729"	"-"	"-"
"KRT8P22"	"-"	"-"
"ENSG00000260733"	"-"	"-"
"TLE7"	"102723796"	"TLE family member 7"
"ENSG00000260735"	"100505915"	"phospholipase A2 group X (PLA2G10) pseudogene"
"LINC01227"	"101928276"	"long intergenic non-protein coding RNA 1227"
"LINC00554"	"100861542"	"long intergenic non-protein coding RNA 554"
"ENSG00000260739"	"-"	"-"
"ENSG00000260740"	"-"	"-"
"ENSG00000260741"	"-"	"-"
"ITPRID2-DT"	"-"	"-"
"ENSG00000260743"	"-"	"-"
"ENSG00000260744"	"-"	"-"
"KIF18BP1"	"-"	"-"
"ENSG00000260747"	"-"	"-"
"ENSG00000260750"	"-"	"-"
"ENSG00000260751"	"-"	"-"
"ENSG00000260755"	"-"	"-"
"ENSG00000260756"	"-"	"-"
"ENSG00000260757"	"-"	"-"
"ENSG00000260759"	"-"	"-"
"ENSG00000260761"	"-"	"-"
"ACSM5P1"	"-"	"-"
"ENSG00000260763"	"124901168"	"novel transcript"
"ENSG00000260764"	"-"	"-"
"CES1P2"	"-"	"-"
"ENSG00000260771"	"-"	"-"
"ENSG00000260772"	"-"	"-"
"ENSG00000260773"	"-"	"-"
"ENSG00000260774"	"-"	"-"
"GOLGA6FP"	"-"	"-"
"ENSG00000260777"	"-"	"-"
"MIR3677HG"	"106660606"	"MIR3677 and MIR940 host gene"
"ENSG00000260779"	"101927410"	"novel transcript, antisense to PIEZO2"
"ARHGAP23P1"	"-"	"-"
"ENSG00000260782"	"-"	"-"
"ENSG00000260784"	"-"	"-"
"CASC17"	"101928165"	"cancer susceptibility 17"
"ENSG00000260786"	"-"	"-"
"CEDORA"	"105371366"	"CDH13 antisense oligodendrocyte and neuron associated lncRNA"
"CDR2-DT"	"440346"	"CDR2 divergent transcript"
"LINC02280"	"101929634"	"long intergenic non-protein coding RNA 2280"
"ENSG00000260795"	"-"	"-"
"ENSG00000260796"	"-"	"-"
"ENSG00000260797"	"-"	"-"
"ENSG00000260798"	"-"	"-"
"KRT8P50"	"-"	"-"
"SERTM2"	"401613"	"serine rich and transmembrane domain containing 2"
"ENSG00000260803"	"-"	"-"
"LINC01963"	"150967"	"long intergenic non-protein coding RNA 1963"
"ENSG00000260805"	"-"	"-"
"PAPOLA-DT"	"-"	"-"
"CEROX1"	"115804232"	"cytoplasmic endogenous regulator of oxidative phosphorylation 1"
"ENSG00000260808"	"-"	"-"
"VPS35P1"	"-"	"-"
"ENSG00000260810"	"-"	"-"
"OR4C45"	"403257"	"olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)"
"RARRES2P7"	"-"	"-"
"ENSG00000260814"	"-"	"-"
"PPIAP47"	"-"	"-"
"ENSG00000260816"	"-"	"-"
"ENSG00000260817"	"-"	"-"
"UNGP1"	"-"	"-"
"ENSG00000260823"	"-"	"-"
"ENSG00000260827"	"-"	"-"
"HMGB3P32"	"-"	"-"
"ENSG00000260830"	"-"	"-"
"ENSG00000260832"	"101928417"	"novel transcript, antisense to CDH13"
"ENSG00000260834"	"-"	"-"
"ENSG00000260835"	"-"	"-"
"ENSG00000260836"	"-"	"-"
"ENSG00000260838"	"-"	"-"
"LINC01964"	"100996478"	"long intergenic non-protein coding RNA 1964"
"ENSG00000260844"	"-"	"-"
"ENSG00000260845"	"-"	"-"
"FRG2HP"	"-"	"-"
"ENSG00000260847"	"-"	"-"
"ENSG00000260848"	"-"	"-"
"ENSG00000260850"	"102723323"	"novel transcript"
"ENSG00000260851"	"-"	"-"
"FBXL19-AS1"	"283932"	"FBXL19 antisense RNA 1"
"NFATC2IP-AS1"	"-"	"-"
"LINC02184"	"-"	"-"
"ENSG00000260855"	"-"	"-"
"ENSG00000260857"	"-"	"-"
"ENSG00000260858"	"-"	"-"
"ENSG00000260859"	"-"	"-"
"ENSG00000260860"	"-"	"-"
"ENSG00000260861"	"-"	"-"
"ENSG00000260862"	"101928446"	"novel transcript"
"CYP2C60P"	"-"	"-"
"ABHD17AP7"	"-"	"-"
"ENSG00000260865"	"-"	"-"
"ENSG00000260866"	"-"	"-"
"ENSG00000260867"	"-"	"-"
"LINC01960"	"100128905"	"long intergenic non-protein coding RNA 1960"
"NDUFB10P1"	"-"	"-"
"ENSG00000260871"	"-"	"-"
"ENSG00000260874"	"-"	"-"
"LINC01229"	"101928248"	"long intergenic non-protein coding RNA 1229"
"ENSG00000260877"	"-"	"-"
"ENSG00000260878"	"-"	"-"
"ENSG00000260879"	"-"	"-"
"HCCAT5"	"283902"	"hepatocellular carcinoma associated transcript 5"
"ENSG00000260882"	"-"	"-"
"VN1R65P"	"-"	"-"
"PCHILR"	"-"	"-"
"TAT-AS1"	"100132529"	"TAT antisense RNA 1"
"CASC22"	"107983961"	"cancer susceptibility 22"
"CKBP1"	"-"	"-"
"ENSG00000260891"	"-"	"-"
"ENSG00000260892"	"-"	"-"
"ENSG00000260894"	"-"	"-"
"ENSG00000260895"	"-"	"-"
"ARLNC1"	"100996425"	"androgen receptor regulated long noncoding RNA 1"
"DNM1P30"	"-"	"-"
"ADPGK-AS1"	"100287559"	"ADPGK antisense RNA 1"
"ENSG00000260899"	"-"	"-"
"ENSG00000260900"	"-"	"-"
"LINC02011"	"152274"	"long intergenic non-protein coding RNA 2011"
"XKR7"	"343702"	"XK related 7"
"LINC02890"	"-"	"-"
"ENSG00000260907"	"-"	"-"
"PLA2G10CP"	"-"	"-"
"ENSG00000260909"	"-"	"-"
"SWINGN"	"-"	"-"
"ENSG00000260911"	"-"	"-"
"ENSG00000260912"	"-"	"-"
"LINC01254"	"101927350"	"long intergenic non-protein coding RNA 1254"
"ENSG00000260914"	"-"	"-"
"CCPG1"	"9236"	"cell cycle progression 1"
"ENSG00000260917"	"103344931"	"novel transcript, overlapping to VTI1A"
"ENSG00000260918"	"-"	"-"
"ENSG00000260919"	"-"	"-"
"ENSG00000260920"	"-"	"-"
"ENSG00000260921"	"-"	"-"
"ENSG00000260922"	"-"	"-"
"LINC01311"	"-"	"-"
"ENSG00000260926"	"105370791"	"novel transcript"
"ENSG00000260927"	"-"	"-"
"SPCS2P1"	"-"	"-"
"LINC01416"	"101927273"	"long intergenic non-protein coding RNA 1416"
"ENSG00000260932"	"-"	"-"
"ENSG00000260933"	"-"	"-"
"ENSG00000260934"	"-"	"-"
"ENSG00000260937"	"105370829"	"novel transcript"
"MTCH2P4"	"-"	"-"
"LINC00622"	"644242"	"long intergenic non-protein coding RNA 622"
"CAPN10-DT"	"-"	"-"
"LINC02555"	"-"	"-"
"FOXC2-AS1"	"-"	"-"
"ENSG00000260945"	"-"	"-"
"ENSG00000260947"	"-"	"-"
"ENSG00000260948"	"-"	"-"
"ENSG00000260949"	"-"	"-"
"ENSG00000260951"	"124901604"	"novel transcript"
"ENSG00000260953"	"-"	"-"
"ENSG00000260954"	"-"	"-"
"ENSG00000260955"	"-"	"-"
"ENSG00000260957"	"-"	"-"
"ENSG00000260958"	"105371200"	"novel transcript"
"ENSG00000260959"	"-"	"-"
"LINC00557"	"100861544"	"long intergenic non-protein coding RNA 557"
"LINC03064"	"105371264"	"long intergenic non-protein coding RNA 3064"
"RPL23AP91"	"-"	"-"
"ENSG00000260966"	"-"	"-"
"RARRES2P5"	"-"	"-"
"WWOX-AS1"	"-"	"-"
"ENSG00000260970"	"-"	"-"
"ENSG00000260971"	"-"	"-"
"ENSG00000260972"	"-"	"-"
"ENSG00000260973"	"-"	"-"
"ENSG00000260974"	"-"	"-"
"ENSG00000260975"	"-"	"-"
"LINC01633"	"-"	"-"
"ENSG00000260978"	"-"	"-"
"USP7-AS1"	"105371074"	"USP7 antisense RNA 1"
"ENSG00000260981"	"-"	"-"
"ENSG00000260983"	"-"	"-"
"FGFR3P5"	"-"	"-"
"ENSG00000260986"	"-"	"-"
"ENSG00000260988"	"-"	"-"
"ENSG00000260989"	"105371046"	"novel transcript, antisense to IFT140"
"ENSG00000260990"	"-"	"-"
"ENSG00000260991"	"-"	"-"
"DOCK9-DT"	"-"	"-"
"AGGF1P7"	"-"	"-"
"ENSG00000260995"	"101927450"	"novel transcript"
"ENSG00000260996"	"-"	"-"
"ENSG00000260997"	"-"	"-"
"ENSG00000260999"	"-"	"-"
"ENSG00000261000"	"-"	"-"
"VPS39-DT"	"-"	"-"
"ENSG00000261003"	"-"	"-"
"NPM1P3"	"-"	"-"
"LINC01572"	"101927957"	"long intergenic non-protein coding RNA 1572"
"ENSG00000261009"	"-"	"-"
"RARRES2P6"	"-"	"-"
"AGAP11"	"-"	"-"
"ENSG00000261012"	"-"	"-"
"LINC02165"	"101927629"	"long intergenic non-protein coding RNA 2165"
"ENSG00000261017"	"-"	"-"
"ENSG00000261018"	"-"	"-"
"ENSG00000261019"	"-"	"-"
"ENSG00000261020"	"-"	"-"
"ENSG00000261024"	"-"	"-"
"ENSG00000261025"	"-"	"-"
"ENSG00000261026"	"-"	"-"
"ENSG00000261028"	"-"	"-"
"MPHOSPH6-DT"	"-"	"-"
"ENSG00000261030"	"-"	"-"
"SPECC1-DT"	"-"	"-"
"ENSG00000261035"	"-"	"-"
"ENSG00000261036"	"-"	"-"
"ENSG00000261037"	"-"	"-"
"ENSG00000261038"	"-"	"-"
"LINC02544"	"-"	"-"
"WFDC21P"	"-"	"-"
"ENSG00000261041"	"-"	"-"
"ENSG00000261043"	"-"	"-"
"ENSG00000261044"	"-"	"-"
"LINC02129"	"-"	"-"
"C2orf69P1"	"-"	"-"
"ENSG00000261047"	"-"	"-"
"ENSG00000261048"	"-"	"-"
"ENSG00000261049"	"-"	"-"
"ENSG00000261051"	"-"	"-"
"SULT1A3"	"124907837"	"sulfotransferase family 1A member 3"
"NAMPTP3"	"-"	"-"
"SYNM-AS2"	"-"	"-"
"ENSG00000261055"	"-"	"-"
"ENSG00000261056"	"-"	"-"
